Vict Sex,Vict Descent,DATE OCC,AREA NAME,Vict Age,Vict Descent Desc,Vict Sex Desc,AREA RENT
1.0,1,2022-02-01,Rampart,22.0,Hispanic/Latin/Mexican,Male,775.66
1.0,3,2021-02-17,Hollywood,23.0,White,Male,578.81
0.0,4,2020-05-24,Mission,39.5674100496031,Unknown,Unknown,1091.44
2.0,1,2020-04-20,Newton,15.0,Hispanic/Latin/Mexican,Female,638.14
0.0,4,2020-11-01,Hollenbeck,39.5674100496031,Unknown,Unknown,1263.48
0.0,4,2020-12-19,Harbor,39.5674100496031,Unknown,Unknown,855.17
2.0,1,2021-11-13,Mission,42.0,Hispanic/Latin/Mexican,Female,1091.44
2.0,3,2021-10-11,Topanga,30.0,White,Female,1203.31
0.0,4,2020-03-23,Northeast,39.5674100496031,Unknown,Unknown,989.97
2.0,0,2022-12-01,Hollenbeck,43.0,Black,Female,1263.48
1.0,3,2020-06-26,West LA,54.0,White,Male,1039.46
0.0,4,2020-06-30,Hollywood,39.5674100496031,Unknown,Unknown,578.81
2.0,3,2022-06-28,Pacific,44.0,White,Female,551.25
2.0,1,2022-09-03,Van Nuys,36.0,Hispanic/Latin/Mexican,Female,942.82
2.0,2,2020-03-15,Hollywood,42.0,Other,Female,578.81
0.0,4,2020-12-03,Mission,39.5674100496031,Unknown,Unknown,1091.44
2.0,1,2021-10-17,Topanga,37.0,Hispanic/Latin/Mexican,Female,1203.31
2.0,1,2022-12-12,Devonshire,27.0,Hispanic/Latin/Mexican,Female,1146.01
1.0,1,2021-11-30,77th Street,38.0,Hispanic/Latin/Mexican,Male,500.0
0.0,4,2022-11-15,Pacific,39.5674100496031,Unknown,Unknown,551.25
2.0,2,2020-06-09,West LA,25.0,Other,Female,1039.46
1.0,1,2020-10-31,Rampart,42.0,Hispanic/Latin/Mexican,Male,775.66
1.0,3,2021-01-31,Central,32.0,White,Male,525.0
1.0,3,2020-10-24,Pacific,75.0,White,Male,551.25
1.0,3,2021-09-22,Rampart,32.0,White,Male,775.66
2.0,0,2022-08-30,Pacific,13.0,Black,Female,551.25
2.0,1,2021-01-03,N Hollywood,39.0,Hispanic/Latin/Mexican,Female,670.05
1.0,3,2020-06-25,Foothill,34.0,White,Male,1326.65
2.0,2,2020-01-06,77th Street,22.0,Other,Female,500.0
0.0,4,2020-07-01,Topanga,39.5674100496031,Unknown,Unknown,1203.31
0.0,4,2021-01-17,West Valley,39.5674100496031,Unknown,Unknown,814.45
0.0,4,2022-05-23,Olympic,39.5674100496031,Unknown,Unknown,897.93
1.0,3,2021-05-02,Northeast,55.0,White,Male,989.97
2.0,1,2020-01-14,Hollenbeck,37.0,Hispanic/Latin/Mexican,Female,1263.48
1.0,1,2020-08-28,Southwest,30.0,Hispanic/Latin/Mexican,Male,607.75
2.0,1,2021-04-26,Newton,21.0,Hispanic/Latin/Mexican,Female,638.14
2.0,1,2020-11-30,77th Street,38.0,Hispanic/Latin/Mexican,Female,500.0
2.0,0,2021-02-12,Southwest,29.0,Black,Female,607.75
1.0,0,2020-11-29,Wilshire,41.0,Black,Male,738.73
2.0,1,2022-05-29,Newton,23.0,Hispanic/Latin/Mexican,Female,638.14
2.0,2,2022-12-20,Foothill,35.0,Other,Female,1326.65
2.0,3,2021-06-03,West Valley,42.0,White,Female,814.45
2.0,2,2020-10-14,Wilshire,45.0,Other,Female,738.73
1.0,1,2022-04-21,Central,46.0,Hispanic/Latin/Mexican,Male,525.0
2.0,0,2021-05-26,77th Street,31.0,Black,Female,500.0
2.0,0,2021-02-23,Central,28.0,Black,Female,525.0
2.0,0,2022-01-26,Newton,38.0,Black,Female,638.14
1.0,1,2022-06-27,Devonshire,42.0,Hispanic/Latin/Mexican,Male,1146.01
1.0,1,2022-04-09,Newton,39.5674100496031,Hispanic/Latin/Mexican,Male,638.14
0.0,4,2022-10-23,Pacific,39.5674100496031,Unknown,Unknown,551.25
2.0,0,2020-12-11,Mission,31.0,Black,Female,1091.44
1.0,1,2022-04-01,Harbor,45.0,Hispanic/Latin/Mexican,Male,855.17
1.0,1,2020-05-22,Rampart,32.0,Hispanic/Latin/Mexican,Male,775.66
1.0,2,2022-01-08,N Hollywood,39.5674100496031,Other,Male,670.05
1.0,1,2021-07-04,Southwest,54.0,Hispanic/Latin/Mexican,Male,607.75
1.0,1,2020-08-13,Newton,33.0,Hispanic/Latin/Mexican,Male,638.14
1.0,2,2022-10-26,N Hollywood,39.5674100496031,Other,Male,670.05
1.0,1,2022-10-01,Newton,40.0,Hispanic/Latin/Mexican,Male,638.14
1.0,0,2020-01-31,Central,38.0,Black,Male,525.0
2.0,1,2020-05-23,Foothill,27.0,Hispanic/Latin/Mexican,Female,1326.65
1.0,3,2020-06-08,West LA,42.0,White,Male,1039.46
1.0,3,2022-02-04,Devonshire,31.0,White,Male,1146.01
1.0,1,2022-09-25,Hollywood,51.0,Hispanic/Latin/Mexican,Male,578.81
1.0,1,2021-07-24,West Valley,19.0,Hispanic/Latin/Mexican,Male,814.45
1.0,1,2022-10-17,Northeast,26.0,Hispanic/Latin/Mexican,Male,989.97
2.0,1,2020-05-12,Mission,33.0,Hispanic/Latin/Mexican,Female,1091.44
1.0,1,2021-04-10,West LA,28.0,Hispanic/Latin/Mexican,Male,1039.46
1.0,1,2022-06-01,Newton,28.0,Hispanic/Latin/Mexican,Male,638.14
1.0,0,2020-09-30,Central,60.0,Black,Male,525.0
2.0,0,2020-04-26,Southeast,62.0,Black,Female,703.55
1.0,0,2020-05-06,Southeast,60.0,Black,Male,703.55
2.0,1,2021-08-08,Central,24.0,Hispanic/Latin/Mexican,Female,525.0
0.0,4,2022-01-03,Newton,39.5674100496031,Unknown,Unknown,638.14
0.0,4,2020-06-04,Pacific,39.5674100496031,Unknown,Unknown,551.25
2.0,2,2022-03-06,Pacific,37.0,Other,Female,551.25
1.0,1,2022-10-25,77th Street,15.0,Hispanic/Latin/Mexican,Male,500.0
2.0,2,2021-01-10,N Hollywood,40.0,Other,Female,670.05
2.0,0,2020-08-02,Southwest,58.0,Black,Female,607.75
2.0,3,2021-08-06,Olympic,21.0,White,Female,897.93
2.0,3,2021-09-23,Hollywood,32.0,White,Female,578.81
0.0,4,2020-04-14,Northeast,39.5674100496031,Unknown,Unknown,989.97
2.0,1,2020-10-28,Topanga,20.0,Hispanic/Latin/Mexican,Female,1203.31
2.0,1,2020-11-07,Southwest,41.0,Hispanic/Latin/Mexican,Female,607.75
2.0,1,2022-01-03,77th Street,45.0,Hispanic/Latin/Mexican,Female,500.0
1.0,3,2022-12-20,Van Nuys,78.0,White,Male,942.82
1.0,3,2020-09-19,West Valley,17.0,White,Male,814.45
1.0,3,2022-09-14,Newton,35.0,White,Male,638.14
0.0,4,2022-03-30,Southeast,39.5674100496031,Unknown,Unknown,703.55
0.0,4,2022-06-11,Olympic,39.5674100496031,Unknown,Unknown,897.93
2.0,3,2020-01-30,Topanga,63.0,White,Female,1203.31
0.0,4,2020-09-12,Northeast,39.5674100496031,Unknown,Unknown,989.97
1.0,1,2022-09-11,Central,60.0,Hispanic/Latin/Mexican,Male,525.0
1.0,1,2022-06-02,Topanga,35.0,Hispanic/Latin/Mexican,Male,1203.31
0.0,4,2021-12-06,Pacific,39.5674100496031,Unknown,Unknown,551.25
1.0,1,2021-05-09,Central,25.0,Hispanic/Latin/Mexican,Male,525.0
0.0,4,2021-05-19,Mission,39.5674100496031,Unknown,Unknown,1091.44
2.0,1,2022-07-29,77th Street,34.0,Hispanic/Latin/Mexican,Female,500.0
1.0,2,2020-11-01,Harbor,39.5674100496031,Other,Male,855.17
2.0,0,2022-04-24,Central,29.0,Black,Female,525.0
2.0,0,2020-02-08,Southeast,55.0,Black,Female,703.55
1.0,1,2022-01-16,Rampart,18.0,Hispanic/Latin/Mexican,Male,775.66
2.0,2,2021-11-14,Topanga,52.0,Other,Female,1203.31
2.0,2,2020-03-02,Olympic,33.0,Other,Female,897.93
1.0,3,2021-11-05,Wilshire,32.0,White,Male,738.73
1.0,1,2021-05-25,Foothill,39.5674100496031,Hispanic/Latin/Mexican,Male,1326.65
1.0,3,2020-06-11,Pacific,60.0,White,Male,551.25
2.0,0,2021-06-02,Wilshire,32.0,Black,Female,738.73
0.0,4,2021-03-16,Hollywood,39.5674100496031,Unknown,Unknown,578.81
1.0,3,2020-04-18,West LA,34.0,White,Male,1039.46
2.0,2,2022-06-06,Devonshire,39.5674100496031,Other,Female,1146.01
2.0,0,2020-05-04,Central,26.0,Black,Female,525.0
1.0,1,2021-03-01,77th Street,64.0,Hispanic/Latin/Mexican,Male,500.0
1.0,3,2022-04-11,N Hollywood,72.0,White,Male,670.05
1.0,2,2022-12-07,West Valley,69.0,Other,Male,814.45
1.0,1,2020-04-17,Southeast,41.0,Hispanic/Latin/Mexican,Male,703.55
2.0,0,2021-01-21,Newton,36.0,Black,Female,638.14
0.0,4,2021-02-22,Devonshire,39.5674100496031,Unknown,Unknown,1146.01
2.0,1,2022-06-19,Foothill,21.0,Hispanic/Latin/Mexican,Female,1326.65
2.0,1,2020-01-02,N Hollywood,55.0,Hispanic/Latin/Mexican,Female,670.05
1.0,3,2022-05-13,N Hollywood,39.5674100496031,White,Male,670.05
0.0,4,2022-11-13,West LA,39.5674100496031,Unknown,Unknown,1039.46
2.0,1,2021-05-09,Rampart,33.0,Hispanic/Latin/Mexican,Female,775.66
1.0,1,2021-11-29,West Valley,53.0,Hispanic/Latin/Mexican,Male,814.45
0.0,4,2020-11-24,77th Street,39.5674100496031,Unknown,Unknown,500.0
2.0,3,2022-10-18,Pacific,54.0,White,Female,551.25
1.0,3,2021-04-01,Van Nuys,31.0,White,Male,942.82
0.0,4,2022-12-06,Hollywood,39.5674100496031,Unknown,Unknown,578.81
1.0,0,2020-01-11,Central,44.0,Black,Male,525.0
2.0,0,2020-08-25,Newton,39.5674100496031,Black,Female,638.14
1.0,1,2020-04-25,Mission,11.0,Hispanic/Latin/Mexican,Male,1091.44
1.0,2,2021-04-24,Hollywood,30.0,Other,Male,578.81
0.0,4,2022-12-08,Southeast,39.5674100496031,Unknown,Unknown,703.55
2.0,1,2022-03-20,Central,33.0,Hispanic/Latin/Mexican,Female,525.0
1.0,1,2020-04-17,Harbor,64.0,Hispanic/Latin/Mexican,Male,855.17
1.0,1,2022-03-12,Southeast,52.0,Hispanic/Latin/Mexican,Male,703.55
1.0,1,2021-01-19,Pacific,25.0,Hispanic/Latin/Mexican,Male,551.25
2.0,0,2020-06-22,Southwest,35.0,Black,Female,607.75
0.0,4,2022-01-18,Pacific,39.5674100496031,Unknown,Unknown,551.25
1.0,3,2021-10-14,Foothill,66.0,White,Male,1326.65
2.0,3,2022-07-05,Hollywood,44.0,White,Female,578.81
0.0,4,2022-03-26,Newton,39.5674100496031,Unknown,Unknown,638.14
0.0,4,2022-01-04,Rampart,39.5674100496031,Unknown,Unknown,775.66
2.0,1,2020-12-15,Mission,21.0,Hispanic/Latin/Mexican,Female,1091.44
2.0,1,2021-01-06,Central,63.0,Hispanic/Latin/Mexican,Female,525.0
1.0,1,2021-05-08,Hollywood,25.0,Hispanic/Latin/Mexican,Male,578.81
0.0,4,2020-07-26,Newton,39.5674100496031,Unknown,Unknown,638.14
0.0,4,2020-05-28,Hollenbeck,39.5674100496031,Unknown,Unknown,1263.48
1.0,1,2022-07-16,Van Nuys,31.0,Hispanic/Latin/Mexican,Male,942.82
0.0,4,2020-02-25,Southeast,39.5674100496031,Unknown,Unknown,703.55
2.0,0,2020-04-29,N Hollywood,31.0,Black,Female,670.05
0.0,4,2022-09-18,Van Nuys,39.5674100496031,Unknown,Unknown,942.82
1.0,3,2021-08-27,West Valley,39.5674100496031,White,Male,814.45
0.0,4,2022-09-05,77th Street,39.5674100496031,Unknown,Unknown,500.0
2.0,0,2021-12-05,Southeast,31.0,Black,Female,703.55
0.0,4,2020-11-18,West LA,39.5674100496031,Unknown,Unknown,1039.46
1.0,0,2022-07-13,Rampart,59.0,Black,Male,775.66
2.0,0,2020-11-25,Newton,30.0,Black,Female,638.14
2.0,1,2022-06-03,Northeast,39.0,Hispanic/Latin/Mexican,Female,989.97
1.0,3,2021-11-18,Van Nuys,44.0,White,Male,942.82
1.0,1,2020-01-27,77th Street,31.0,Hispanic/Latin/Mexican,Male,500.0
1.0,3,2020-10-21,Van Nuys,52.0,White,Male,942.82
1.0,0,2022-07-07,Central,58.0,Black,Male,525.0
2.0,0,2021-09-28,Mission,25.0,Black,Female,1091.44
0.0,4,2022-12-09,Hollywood,39.5674100496031,Unknown,Unknown,578.81
2.0,3,2022-11-27,Wilshire,31.0,White,Female,738.73
0.0,4,2022-10-05,Northeast,52.0,Unknown,Unknown,989.97
0.0,4,2022-05-23,Southeast,39.5674100496031,Unknown,Unknown,703.55
2.0,2,2022-09-16,Rampart,18.0,Other,Female,775.66
1.0,1,2021-09-26,Topanga,27.0,Hispanic/Latin/Mexican,Male,1203.31
1.0,3,2020-01-27,N Hollywood,60.0,White,Male,670.05
1.0,0,2020-04-08,77th Street,73.0,Black,Male,500.0
2.0,3,2021-04-24,Topanga,36.0,White,Female,1203.31
2.0,1,2022-12-03,Hollenbeck,30.0,Hispanic/Latin/Mexican,Female,1263.48
1.0,1,2020-11-10,Foothill,37.0,Hispanic/Latin/Mexican,Male,1326.65
2.0,0,2020-02-21,Topanga,29.0,Black,Female,1203.31
0.0,4,2022-06-02,Foothill,39.5674100496031,Unknown,Unknown,1326.65
0.0,4,2022-03-29,Devonshire,39.5674100496031,Unknown,Unknown,1146.01
2.0,0,2022-10-13,Pacific,43.0,Black,Female,551.25
1.0,3,2021-01-21,Hollywood,36.0,White,Male,578.81
0.0,4,2021-05-05,Hollenbeck,39.5674100496031,Unknown,Unknown,1263.48
2.0,3,2020-07-10,Hollywood,33.0,White,Female,578.81
2.0,3,2021-03-04,Pacific,67.0,White,Female,551.25
1.0,1,2022-07-16,West LA,47.0,Hispanic/Latin/Mexican,Male,1039.46
1.0,3,2021-05-06,Mission,57.0,White,Male,1091.44
2.0,2,2022-05-28,Rampart,21.0,Other,Female,775.66
2.0,0,2021-03-24,77th Street,21.0,Black,Female,500.0
1.0,2,2021-01-13,Olympic,48.0,Other,Male,897.93
1.0,2,2021-09-24,West Valley,39.0,Other,Male,814.45
2.0,1,2020-10-07,Northeast,26.0,Hispanic/Latin/Mexican,Female,989.97
0.0,4,2022-05-12,Harbor,39.5674100496031,Unknown,Unknown,855.17
2.0,1,2022-01-18,Northeast,39.5674100496031,Hispanic/Latin/Mexican,Female,989.97
0.0,4,2020-12-16,Hollenbeck,39.5674100496031,Unknown,Unknown,1263.48
1.0,1,2022-07-17,Newton,49.0,Hispanic/Latin/Mexican,Male,638.14
0.0,4,2022-12-26,Topanga,39.5674100496031,Unknown,Unknown,1203.31
0.0,4,2022-02-13,Van Nuys,39.5674100496031,Unknown,Unknown,942.82
0.0,4,2020-10-28,Southeast,39.5674100496031,Unknown,Unknown,703.55
1.0,3,2021-11-03,Topanga,68.0,White,Male,1203.31
2.0,0,2022-06-26,Southwest,39.0,Black,Female,607.75
1.0,1,2022-06-26,Hollywood,42.0,Hispanic/Latin/Mexican,Male,578.81
0.0,4,2021-01-24,Newton,39.5674100496031,Unknown,Unknown,638.14
1.0,1,2021-02-26,77th Street,34.0,Hispanic/Latin/Mexican,Male,500.0
1.0,2,2021-10-17,Southwest,51.0,Other,Male,607.75
2.0,3,2020-02-12,Southwest,26.0,White,Female,607.75
2.0,1,2020-09-08,N Hollywood,27.0,Hispanic/Latin/Mexican,Female,670.05
2.0,3,2022-06-22,Northeast,42.0,White,Female,989.97
2.0,1,2021-10-13,Foothill,49.0,Hispanic/Latin/Mexican,Female,1326.65
1.0,2,2022-08-07,Hollywood,58.0,Other,Male,578.81
1.0,3,2022-03-07,N Hollywood,39.5674100496031,White,Male,670.05
0.0,4,2021-08-07,Rampart,39.5674100496031,Unknown,Unknown,775.66
2.0,0,2021-09-01,Southwest,38.0,Black,Female,607.75
0.0,4,2021-07-14,Topanga,39.5674100496031,Unknown,Unknown,1203.31
2.0,0,2022-02-16,Topanga,66.0,Black,Female,1203.31
1.0,3,2020-11-27,77th Street,60.0,White,Male,500.0
2.0,1,2022-03-01,Newton,44.0,Hispanic/Latin/Mexican,Female,638.14
1.0,1,2020-10-06,West Valley,31.0,Hispanic/Latin/Mexican,Male,814.45
1.0,0,2022-10-18,Harbor,13.0,Black,Male,855.17
2.0,0,2022-12-08,Southeast,38.0,Black,Female,703.55
2.0,1,2021-07-12,Hollenbeck,50.0,Hispanic/Latin/Mexican,Female,1263.48
1.0,1,2020-01-27,Foothill,36.0,Hispanic/Latin/Mexican,Male,1326.65
1.0,3,2020-04-22,Hollywood,31.0,White,Male,578.81
2.0,1,2021-10-07,West Valley,28.0,Hispanic/Latin/Mexican,Female,814.45
2.0,0,2020-04-08,Southeast,30.0,Black,Female,703.55
2.0,3,2021-03-02,Northeast,27.0,White,Female,989.97
0.0,4,2022-04-16,Hollywood,39.5674100496031,Unknown,Unknown,578.81
0.0,4,2020-03-07,N Hollywood,39.5674100496031,Unknown,Unknown,670.05
1.0,1,2020-04-22,Newton,34.0,Hispanic/Latin/Mexican,Male,638.14
1.0,1,2020-07-03,Southwest,45.0,Hispanic/Latin/Mexican,Male,607.75
2.0,1,2020-04-14,Southwest,26.0,Hispanic/Latin/Mexican,Female,607.75
0.0,4,2021-05-30,Southwest,20.0,Unknown,Unknown,607.75
2.0,3,2020-12-07,Devonshire,74.0,White,Female,1146.01
1.0,3,2021-12-05,Olympic,30.0,White,Male,897.93
2.0,1,2022-11-05,Rampart,26.0,Hispanic/Latin/Mexican,Female,775.66
1.0,1,2021-11-28,Harbor,29.0,Hispanic/Latin/Mexican,Male,855.17
2.0,1,2022-07-06,Southwest,27.0,Hispanic/Latin/Mexican,Female,607.75
1.0,1,2021-06-05,Southwest,20.0,Hispanic/Latin/Mexican,Male,607.75
1.0,0,2022-04-19,77th Street,50.0,Black,Male,500.0
1.0,1,2021-11-17,Harbor,20.0,Hispanic/Latin/Mexican,Male,855.17
1.0,3,2022-11-23,West LA,72.0,White,Male,1039.46
2.0,1,2021-05-14,Rampart,25.0,Hispanic/Latin/Mexican,Female,775.66
2.0,2,2020-05-12,Hollywood,25.0,Other,Female,578.81
2.0,0,2022-10-30,Devonshire,29.0,Black,Female,1146.01
2.0,0,2021-12-26,Pacific,37.0,Black,Female,551.25
0.0,4,2022-10-25,77th Street,39.5674100496031,Unknown,Unknown,500.0
0.0,4,2021-06-14,N Hollywood,39.5674100496031,Unknown,Unknown,670.05
2.0,3,2020-04-09,Topanga,39.0,White,Female,1203.31
1.0,3,2020-11-26,Pacific,47.0,White,Male,551.25
0.0,4,2020-08-27,Northeast,39.5674100496031,Unknown,Unknown,989.97
2.0,1,2022-12-09,Northeast,66.0,Hispanic/Latin/Mexican,Female,989.97
0.0,4,2022-04-19,Hollywood,39.5674100496031,Unknown,Unknown,578.81
1.0,3,2021-06-18,Devonshire,48.0,White,Male,1146.01
1.0,2,2022-10-27,Devonshire,35.0,Other,Male,1146.01
2.0,0,2021-08-01,Pacific,58.0,Black,Female,551.25
1.0,1,2020-03-21,Southwest,43.0,Hispanic/Latin/Mexican,Male,607.75
1.0,2,2020-02-03,Hollenbeck,60.0,Other,Male,1263.48
2.0,3,2021-02-02,West LA,28.0,White,Female,1039.46
1.0,0,2021-05-24,Southwest,32.0,Black,Male,607.75
0.0,4,2022-04-18,Southwest,21.0,Unknown,Unknown,607.75
1.0,0,2022-06-28,Rampart,36.0,Black,Male,775.66
2.0,1,2021-01-24,Northeast,63.0,Hispanic/Latin/Mexican,Female,989.97
1.0,2,2022-05-22,Van Nuys,47.0,Other,Male,942.82
1.0,2,2021-06-18,N Hollywood,37.0,Other,Male,670.05
0.0,4,2021-04-16,West LA,39.5674100496031,Unknown,Unknown,1039.46
0.0,4,2021-05-09,Northeast,39.5674100496031,Unknown,Unknown,989.97
1.0,3,2022-07-20,Topanga,52.0,White,Male,1203.31
1.0,3,2021-08-25,West Valley,39.5674100496031,White,Male,814.45
2.0,3,2021-02-08,West Valley,19.0,White,Female,814.45
2.0,1,2021-01-24,Devonshire,70.0,Hispanic/Latin/Mexican,Female,1146.01
1.0,3,2022-04-21,N Hollywood,33.0,White,Male,670.05
0.0,4,2021-02-14,Southwest,39.5674100496031,Unknown,Unknown,607.75
2.0,3,2022-02-19,Northeast,44.0,White,Female,989.97
1.0,0,2021-06-18,Central,54.0,Black,Male,525.0
1.0,1,2022-09-06,Olympic,65.0,Hispanic/Latin/Mexican,Male,897.93
1.0,3,2022-04-28,Foothill,39.5674100496031,White,Male,1326.65
0.0,4,2022-07-22,Hollywood,39.5674100496031,Unknown,Unknown,578.81
1.0,1,2022-01-28,Southwest,32.0,Hispanic/Latin/Mexican,Male,607.75
1.0,3,2022-04-16,N Hollywood,54.0,White,Male,670.05
1.0,1,2020-05-25,Harbor,41.0,Hispanic/Latin/Mexican,Male,855.17
1.0,3,2022-12-21,Central,23.0,White,Male,525.0
1.0,2,2022-12-30,Van Nuys,66.0,Other,Male,942.82
0.0,4,2022-06-07,Devonshire,39.5674100496031,Unknown,Unknown,1146.01
1.0,0,2020-07-18,Hollywood,34.0,Black,Male,578.81
0.0,4,2020-07-29,Pacific,39.5674100496031,Unknown,Unknown,551.25
2.0,1,2022-06-29,Central,49.0,Hispanic/Latin/Mexican,Female,525.0
1.0,3,2022-08-16,Wilshire,69.0,White,Male,738.73
2.0,1,2022-08-11,Mission,40.0,Hispanic/Latin/Mexican,Female,1091.44
1.0,1,2020-10-12,N Hollywood,39.0,Hispanic/Latin/Mexican,Male,670.05
0.0,4,2021-06-02,West Valley,39.5674100496031,Unknown,Unknown,814.45
1.0,2,2021-02-15,West LA,63.0,Other,Male,1039.46
1.0,3,2020-12-27,West LA,42.0,White,Male,1039.46
2.0,2,2021-10-22,West LA,53.0,Other,Female,1039.46
1.0,1,2020-08-21,Rampart,36.0,Hispanic/Latin/Mexican,Male,775.66
1.0,0,2021-11-01,West LA,37.0,Black,Male,1039.46
2.0,1,2021-06-27,Harbor,28.0,Hispanic/Latin/Mexican,Female,855.17
2.0,1,2021-11-14,West LA,22.0,Hispanic/Latin/Mexican,Female,1039.46
1.0,3,2020-07-08,Topanga,47.0,White,Male,1203.31
2.0,1,2022-02-06,Olympic,35.0,Hispanic/Latin/Mexican,Female,897.93
1.0,3,2022-09-11,Pacific,18.0,White,Male,551.25
0.0,4,2021-11-13,Rampart,39.5674100496031,Unknown,Unknown,775.66
1.0,1,2020-07-12,Pacific,55.0,Hispanic/Latin/Mexican,Male,551.25
0.0,4,2021-03-13,West Valley,39.5674100496031,Unknown,Unknown,814.45
0.0,4,2021-09-21,77th Street,39.5674100496031,Unknown,Unknown,500.0
1.0,3,2020-07-10,Mission,66.0,White,Male,1091.44
2.0,0,2022-03-20,77th Street,22.0,Black,Female,500.0
2.0,0,2021-03-03,Harbor,22.0,Black,Female,855.17
0.0,4,2021-07-16,Hollywood,39.5674100496031,Unknown,Unknown,578.81
1.0,3,2021-02-04,Hollywood,34.0,White,Male,578.81
2.0,3,2021-05-29,Wilshire,41.0,White,Female,738.73
0.0,4,2020-02-17,Hollywood,39.5674100496031,Unknown,Unknown,578.81
2.0,0,2022-08-31,Rampart,30.0,Black,Female,775.66
0.0,4,2020-10-08,Rampart,39.5674100496031,Unknown,Unknown,775.66
0.0,4,2021-10-01,Northeast,39.5674100496031,Unknown,Unknown,989.97
1.0,1,2020-02-08,Topanga,60.0,Hispanic/Latin/Mexican,Male,1203.31
2.0,0,2020-09-26,Southeast,73.0,Black,Female,703.55
0.0,4,2022-10-06,Southeast,39.5674100496031,Unknown,Unknown,703.55
0.0,4,2021-11-03,Mission,32.0,Unknown,Unknown,1091.44
1.0,0,2021-06-07,N Hollywood,23.0,Black,Male,670.05
1.0,0,2021-08-03,Central,60.0,Black,Male,525.0
1.0,3,2022-07-10,Wilshire,52.0,White,Male,738.73
1.0,0,2022-04-04,Southwest,55.0,Black,Male,607.75
1.0,0,2020-03-22,West Valley,45.0,Black,Male,814.45
2.0,0,2020-08-03,Pacific,35.0,Black,Female,551.25
1.0,0,2021-05-15,Central,50.0,Black,Male,525.0
2.0,3,2021-05-31,Southwest,64.0,White,Female,607.75
2.0,1,2020-10-02,Harbor,38.0,Hispanic/Latin/Mexican,Female,855.17
0.0,4,2020-09-26,Mission,39.5674100496031,Unknown,Unknown,1091.44
1.0,1,2022-10-14,Wilshire,74.0,Hispanic/Latin/Mexican,Male,738.73
1.0,2,2021-01-20,N Hollywood,39.5674100496031,Other,Male,670.05
1.0,1,2022-08-31,Van Nuys,65.0,Hispanic/Latin/Mexican,Male,942.82
1.0,1,2020-09-22,Topanga,35.0,Hispanic/Latin/Mexican,Male,1203.31
0.0,4,2020-01-09,Southwest,19.0,Unknown,Unknown,607.75
2.0,1,2021-05-06,Harbor,45.0,Hispanic/Latin/Mexican,Female,855.17
0.0,4,2020-07-26,Mission,39.5674100496031,Unknown,Unknown,1091.44
1.0,0,2022-12-23,Pacific,35.0,Black,Male,551.25
2.0,3,2020-11-20,Topanga,50.0,White,Female,1203.31
0.0,4,2021-03-22,Hollenbeck,39.5674100496031,Unknown,Unknown,1263.48
2.0,3,2021-04-25,Harbor,65.0,White,Female,855.17
1.0,0,2021-06-09,Hollywood,19.0,Black,Male,578.81
0.0,4,2021-05-19,West Valley,39.5674100496031,Unknown,Unknown,814.45
2.0,2,2021-11-26,Van Nuys,75.0,Other,Female,942.82
2.0,2,2021-04-05,Olympic,78.0,Other,Female,897.93
2.0,1,2022-07-29,Mission,15.0,Hispanic/Latin/Mexican,Female,1091.44
1.0,2,2022-01-12,Topanga,74.0,Other,Male,1203.31
0.0,4,2021-07-30,Northeast,39.5674100496031,Unknown,Unknown,989.97
2.0,3,2021-02-28,N Hollywood,72.0,White,Female,670.05
0.0,4,2021-12-11,77th Street,39.5674100496031,Unknown,Unknown,500.0
1.0,2,2020-02-22,Topanga,56.0,Other,Male,1203.31
1.0,3,2022-09-23,Central,32.0,White,Male,525.0
1.0,1,2021-08-28,77th Street,28.0,Hispanic/Latin/Mexican,Male,500.0
1.0,1,2022-01-13,Van Nuys,54.0,Hispanic/Latin/Mexican,Male,942.82
2.0,1,2020-07-09,Northeast,55.0,Hispanic/Latin/Mexican,Female,989.97
1.0,0,2020-03-01,Wilshire,31.0,Black,Male,738.73
2.0,1,2022-10-17,Mission,38.0,Hispanic/Latin/Mexican,Female,1091.44
0.0,4,2021-03-27,77th Street,39.5674100496031,Unknown,Unknown,500.0
2.0,0,2022-08-06,West Valley,60.0,Black,Female,814.45
1.0,3,2021-08-22,Van Nuys,25.0,White,Male,942.82
1.0,0,2020-11-28,77th Street,29.0,Black,Male,500.0
1.0,3,2021-10-10,Harbor,39.0,White,Male,855.17
0.0,4,2022-03-15,Newton,39.5674100496031,Unknown,Unknown,638.14
1.0,0,2022-05-29,Wilshire,39.0,Black,Male,738.73
1.0,3,2021-04-25,Hollywood,31.0,White,Male,578.81
2.0,1,2021-12-25,Foothill,28.0,Hispanic/Latin/Mexican,Female,1326.65
1.0,3,2022-11-10,Topanga,75.0,White,Male,1203.31
2.0,1,2022-05-04,Pacific,27.0,Hispanic/Latin/Mexican,Female,551.25
1.0,0,2021-09-28,Hollywood,50.0,Black,Male,578.81
2.0,1,2022-07-03,77th Street,35.0,Hispanic/Latin/Mexican,Female,500.0
0.0,4,2021-09-21,Harbor,39.5674100496031,Unknown,Unknown,855.17
1.0,1,2021-09-10,Rampart,21.0,Hispanic/Latin/Mexican,Male,775.66
0.0,4,2022-01-07,77th Street,39.5674100496031,Unknown,Unknown,500.0
2.0,0,2022-04-19,Harbor,33.0,Black,Female,855.17
